id	parent	val_bpb	pre_quant_bpb	quant_tax	artifact_mb	step_avg_ms	crashed	size_violation	status	description
0040_lti_mamba2_3of3	0038_mamba2_kill_selectivity	2.05553694	2.0526	0.002937	13.786	5892.15	false	false	keep	LTI Mamba-2 at 3-of-3 (no attention): val 2.0555 — Δ vs 0038 (2-of-3+1attn) 2.0259 = +0.030 (HURTS). Removing the last attention block costs ~0.030 BPB; LTI-Mamba-2's per-head κ-scalar memory cannot fully replace attention's recall. Mirror of S4D-Lin no-attn pattern (gap +0.061) but smaller magnitude — LTI Mamba-2 has more recall capacity than LTI S4D-Lin. Plan's "partial-recall-loss" outcome (20% predicted) hit. Confirms attention is still load-bearing for recall in this hybrid. [transfer:medium]
0041_protect_in_proj_dyn	0038_mamba2_kill_selectivity	2.14579864	2.1427	0.003099	15.217	5613.97	false	false	discard	Full-selectivity Mamba-2 with in_proj split into bf16-zx + fp32-protected-dyn: val 2.1458 (pre-quant 2.1427) — REGRESSION of +0.106 vs 0035 full Mamba-2 baseline. The split itself breaks training (not just quant): pre-quant 2.14 vs 0035 pre-quant 2.04. Likely Muon NS scaling on the wide-thin (144, 512) dyn slab. ALSO: the original quant-noise hypothesis was confused — CONTROL_TENSOR_NAME_PATTERNS only affects post-train serialization, training is bf16 regardless. So kill-wins story (0038/0039) is NOT a quant-protection artifact — it's genuine architectural. [transfer:n/a]
0042_kill_no_bigram	0038_mamba2_kill_selectivity	2.02246637	2.0213	0.001166	13.25	5879.40	false	false	keep	Kill Mamba-2 + NO BigramHash: val 2.0225 (single-seed) — Δ vs 0038 (kill+BG) 2.0259 = -0.0034 (within-noise but DIRECTION SURPRISING — BG slightly HURT kill Mamba-2 vs helping by ~0.011 in S4D-Lin family). Possibly BG's recall mechanism is redundant or marginally negative for the LTI Mamba-2 block specifically. Awaiting 0043 (full+no-BG) to complete the BG-interaction matrix. NEW SSM-BEST single-seed (was 0038 at 2.0259). [transfer:medium]
0043_full_no_bigram	0035_mamba2_2of3	2.03439543	2.0314	0.002995	13.289	5989.06	false	false	keep	Full Mamba-2 (selective) + NO BigramHash: val 2.0344 — Δ vs 0035/0036 mean (full+BG) 2.0417 = -0.0073 (BG slightly hurts full Mamba-2 too). Combined with 0042: BG slightly HURTS Mamba-2 family in BOTH kill and full. Kill-vs-Full gap (no-BG): 2.0344-2.0225=+0.0119 (kill still wins by 0.012). Kill-wins gap is ROBUST to removing BG. BigramHash is NOT making selectivity redundant — kill-wins is genuinely architectural orthogonal to BG. New mechanism finding: Mamba-2 has its OWN recall mechanism (conv1d? gating? channel count?) that subsumes BG. [transfer:medium]
0044_lti_d_state_16	0042_kill_no_bigram	2.02784902	2.0270	0.000849	13.218	5374.74	false	false	keep	LTI Mamba-2 + no-BG + d_state=16 (was 64): val 2.0278, Δ vs 0042 (d_state=64) 2.0225 = +0.0053 (slightly WORSE val despite much lower train_loss — overfit signal). End-of-train: 0044 train 2.94 vs 0042 train 3.36 (much faster convergence) but val similar. Train trajectory oscillates more (3.27 ↔ 3.73 jumps). The κ-scalar collapse derivation is PARTIAL — d_state>1 has some genuine value beyond the closed-form, likely from per-channel A_log providing multiple decay rates within d_inner. Step time 5.37 s/step (vs 5.88 at d_state=64, ~9% faster). Cap impact: artifact 13.22 MB (vs 13.25), -30 KB. [transfer:medium]
0045_kill_no_bigram_seed42	0042_kill_no_bigram	2.02138982	2.0199	0.00149	13.262	5904.42	false	false	keep	SEED=42 confirm of 0042 (kill+no-BG): val 2.0214, cross-seed Δ vs 0042 = -0.0011 (tight). 2-seed mean 2.02193 — NEW SSM-BEST. Δ vs 0038/0039 (kill+BG) 2-seed mean 2.02723 = -0.0053 (just at promote threshold; family σ_pair 0.0011 makes Δ ~5σ — real signal). PROMOTED supersedes 0038/0039. Strengthens BG-hurts-Mamba-2 finding to 2-seed evidence. [transfer:medium]
0046_kill_mamba2_middle_parallel	0042_kill_no_bigram	2.01250732	2.0103	0.002207	14.219	6937.72	false	false	keep	Cross-class hybrid (kill-Mamba-2 at 0,2 + PARALLEL ATTN||kill-Mamba-2 at 1, no-BG): val 2.0125 single-seed — NEW SSM-BEST. Δ vs 0042/0045 mean 2.02193 = -0.0094. At family σ_pair 0.0011 that's ~9σ; advance threshold met at single-seed. Combines 0027's middle-parallel surprise with 0038's kill-Mamba-2 finding — the compound is real. Step time 6.94 s/step (slower than 0042's 5.88 due to attn at parallel position). Artifact 14.22 MB (was 13.25). SEED=42 confirm next; direct-promote justified by margin. [transfer:high]
0050_middle_parallel_seed42	0046_kill_mamba2_middle_parallel	2.00811915	2.0057	0.002419	14.233	6621.69	false	false	keep	SEED=42 confirm of 0046 cross-class hybrid: val 2.0081 (BETTER than 0046's 2.0125). 2-seed mean 2.01031, cross-seed Δ 0.0044. Δ vs prior promote 0042/0045 mean (2.02193) = -0.01162 (~5σ at 2-seed precision). Δ vs transformer-best 2.0869 = -0.077 BPB. PROMOTED supersedes 0042/0045. Cross-class middle-parallel hybrid is the strongest finding of the session. [transfer:high]
0051_triple_parallel	0046_kill_mamba2_middle_parallel	2.00170354	1.9993	0.002404	15.182	8172.00	false	false	keep	Triple-parallel topology: ALL 3 unique blocks PARALLEL ATTN || kill-Mamba-2 (no-BG): val 2.0017 single-seed — NEW SSM-BEST. Δ vs 0046/0050 mean (2.01031) = -0.0086. Δ vs transformer-best 2.0869 = -0.085 BPB. Refutes 0025 Hymba-strict failure (which used full-Mamba-2 + BG); kill+no-BG combination changes the parallel-everywhere-fails pattern. Step time 8.17 s/step. Artifact 15.18 MB (cap-tight). SEED=42 confirm critical given 0046/0050 σ_pair=0.0044. [transfer:high]
0053_triple_parallel_seed42	0051_triple_parallel	2.00749568	2.0049	0.002596	15.201	8157.49	false	false	keep	SEED=42 confirm of 0051 triple-parallel: val 2.0075 (worse than 0051's 2.0017; cross-seed Δ +0.0058). 2-seed mean 2.00460. Δ vs 0046/0050 (middle-parallel) mean 2.01031 = -0.00571 (judgment threshold). PROMOTED supersedes 0046/0050. Δ vs transformer-best 2.0869 = -0.082 BPB at 2-seed precision. Note: triple-parallel cross-seed σ_pair=0.0029 (wider than middle-parallel's 0.0022). [transfer:high]
0052_parallel_full_selective	0046_kill_mamba2_middle_parallel	2.03607009	2.0345	0.00157	14.252	6570.94	false	false	discard	Full-selectivity Mamba-2 in 0046's cross-class topology (turn off MAMBA2_KILL_SELECTIVITY): val 2.0361 — REGRESSION of +0.024 vs 0046's 2.0125. Selectivity HURTS even in cross-class hybrid topology, generalizing the kill-wins finding from sequential placement (0035→0038 -0.014) to parallel topology (here 0046→0052 +0.024 worse with selectivity). My walk hypothesis "selectivity helps in parallel" REFUTED. Kill-wins is robust across topologies. [transfer:medium]
0054_outer_parallel	0046_kill_mamba2_middle_parallel	2.00340600	2.0000	0.003406	14.699	7373.12	false	false	keep	Outer-parallel placement (positions 0,2 PARALLEL; pos 1 plain kill-Mamba-2): val 2.0034 single-seed. Sits between 0046 (middle-only, 2.0125) and 0051 (all, 2.0017). Confirms pattern: more parallel positions = better, saturating ~2-3 of 3. 2-parallel ≈ 3-parallel (both ~2.003-2.004). Doesn't beat 0051's 2-seed mean (2.00460); not promoted. [transfer:medium]
0048_k4_cap_redistribute	0042_kill_no_bigram	2.01460699	2.0135	0.001107	17.739	7476.38	false	true	discard	K=4 L=3 (12 effective layers) on 0042 base: val 2.0146 BUT artifact 17.74 MB exceeds 16 MB cap (size_violation flag should be set; predicted artifact mis-estimated by ~3 MB because each K=N unique block includes its own MLP, not just SSM/attn). Even with the cap-bust, val 2.0146 is better than 0042 (-0.007) but WORSE than current 2-seed best 0051/0053 (2.0046). K=4 path shelved due to cap. [transfer:n/a]
0047_kill_no_conv1d	0042_kill_no_bigram	2.11320900	2.1119	0.001309	13.177	5435.44	false	false	keep	No-conv1d ablation on 0042 base: val 2.1132 — REGRESSION of +0.091 BPB vs 0042 (2.0225). MAJOR MECHANISM FINDING: conv1d IS the load-bearing recall mechanism in Mamba-2 block. Removing it puts kill-Mamba-2 close to S4D-Lin no-attn floor (~2.16). Explains: (1) why kill+no-BG works (conv1d does recall, BG is redundant); (2) why BG slightly hurts Mamba-2 family (small adverse interaction with conv1d-recall); (3) why Mamba-2 BLOCK > S4D-Lin BLOCK (S4D-Lin has no conv1d). Step time ~9% faster (5.43s/step vs 0042's 5.88s). [transfer:high — mechanism finding]
0055_d_state_128_middle_parallel	0046_kill_mamba2_middle_parallel	2.01382275	2.0114	0.002423	14.351	7410.95	false	false	discard	d_state=128 on 0046 cross-class hybrid base: val 2.0138, Δ vs 0046 (d_state=64) 2.0125 = +0.0013 (noise). d_state>1 effect saturates in parallel topology too — consistent with κ-scalar collapse derivation. d_state=64 is the right default. [transfer:medium]
0056_triple_parallel_seed2024	0051_triple_parallel	2.00321874	2.0009	0.002319	15.191	8169.24	false	false	keep	SEED=2024 of 0051 triple-parallel: val 2.0032. 3-seed family (1337/42/2024 = 2.0017/2.0075/2.0032). 3-seed mean 2.00414 sample σ 0.0030. Δ vs 0046/0050 middle-parallel mean 2.01031 = -0.00617 BPB (~3.6σ at 3-seed precision). 4th seed launching as 0057 (SEED=31337) for full sentinel. [transfer:high]
0057_triple_parallel_seed31337	0051_triple_parallel	2.00770076	2.0044	0.003301	15.188	8159.19	false	false	keep	SEED=31337 of 0051 triple-parallel: val 2.0077. 4-seed family complete (1337/42/2024/31337 = 2.0017/2.0075/2.0032/2.0077). 4-seed mean 2.00503, sample σ 0.0030, σ_mean 0.0015. Δ vs 0046/0050 (middle-parallel) mean 2.01031 = -0.00528 BPB (~3.5σ at 4-seed precision). Family σ stable at 0.003 across n=2,3,4 (no 0024-style widening). Triple-parallel kill-Mamba-2+no-BG architecture is REAL and VERIFIED at 4-seed sentinel. [transfer:high]
0058_pure_attn_3of3_baseline	0042_kill_no_bigram	2.08745250	2.0851	0.002352	12.261	5152.53	false	false	keep	Pure-ATTN 3-of-3 (no SSM, no BG) on recur+SwiGLU+mlp=8: val 2.0875 single-seed. Almost identical to prior transformer-best with BG (2.0869). Δ vs 0051 family 4-seed mean (2.00503) = +0.082 BPB. CLEAN BASELINE: SSM family contribution at our regime is exactly **-0.082 BPB** when SSM blocks are added with the right topology (triple-parallel kill-Mamba-2 + no-BG). This is the 0058-vs-0051 gap that anchors the writeup decomposition. Step time 5.15 s/step. Artifact 12.26 MB (smallest of the session — pure attn is small). [transfer:high — clean baseline]
0059_pure_attn_baseline_seed42	0058_pure_attn_3of3_baseline	2.08772472	2.0860	0.001725	12.253	5163.01	false	false	keep	SEED=42 of 0058 pure-attn 2-of-3 baseline: val 2.0877. 2-seed mean 2.08759 (very tight, cross-seed Δ 0.0002). Final writeup baseline anchor. Δ vs 0051 family 4-seed mean (2.00503) = -0.0826 BPB ~55σ at joint precision. SSM family contribution definitively quantified. [transfer:high]
0060_middle_parallel_seed2024	0046_kill_mamba2_middle_parallel	2.00792132	2.0067	0.001221	14.232	6575.48	false	false	keep	SEED=2024 of 0046 middle-parallel: val 2.0079 (BETTER than 0050 SEED=42 2.0081 and 0046 SEED=1337 2.0125). 3-seed family mean 2.00950 (sample σ 0.0027). Δ vs 0051 triple-parallel 4-seed mean (2.00503) = -0.00447. Triple-parallel still wins but margin smaller than initial 2-seed estimate suggested. Honest σ update. [transfer:high]
0061_outer_parallel_seed42	0054_outer_parallel	2.01336141	2.0108	0.002561	14.705	7375.70	false	false	keep	SEED=42 of 0054 outer-parallel topology: val 2.0134. 2-seed mean 2.00838 (cross-seed Δ 0.0100, wide). 0054 was a lucky single-seed; outer-parallel 2-seed worse than triple-parallel 4-seed mean (2.00503) by +0.0033. Outside-eyes catch RESOLVED: triple-parallel still the best topology at multi-seed precision. Outer-parallel cross-seed σ wider than other families (0.0100 vs 0.0027-0.0058) — this topology is more seed-sensitive. [transfer:high — outside-eyes resolution]
0062_no_conv1d_with_bg	0047_kill_no_conv1d	2.12246098	2.1207	0.001761	13.168	5438.14	false	false	discard	No-conv1d + BG re-enabled: val 2.1225, Δ vs 0047 (no-conv1d, no-BG = 2.1132) = +0.009 (BG SLIGHTLY HURTS even here). REFUTES the simple "conv1d = BG's job" hypothesis from outside-eyes. Conv1d's role is more specific than "recall" — BG can't substitute. Honest story refinement: conv1d provides a particular local-pattern computation distinct from BG's bigram recall. [transfer:medium — mechanism refinement]
0063_middle_parallel_s4d	0046_kill_mamba2_middle_parallel	2.03308321	2.0291	0.003983	13.75	6314.82	false	false	keep	Parallel-block S4D-Lin (instead of kill-Mamba-2) at middle: val 2.0331. Δ vs 0046 (parallel-kill-Mamba-2) 2.0125 = +0.021. Outside-eyes "diversity-vs-specific-pairing" test: SPECIFIC PAIRING wins. Cross-class hybrid needs kill-Mamba-2 (with conv1d), not any SSM partner. Ties topology finding back to conv1d-as-recall (0047): even in parallel placement, conv1d is essential. [transfer:medium — mechanism refinement]
0064_brotli_swap	0051_triple_parallel	2.00295828	1.9995	0.003458	13.444	8637.32	false	false	keep	Brotli q=11 swap of zlib for int8 artifact: val 2.0030 (within seed-noise vs 0051 single-seed 2.0017). Artifact 13.44 MB vs parent 15.18 MB — FREED 1.74 MB cap. Brotli-vs-zlib ratio 0.8848. Cap-unlock for downstream T1 ports. [transfer:high]
0066_parallel_residual	0051_triple_parallel	2.00342606	2.0014	0.002026	15.195	8583.54	false	false	discard	Parallel-residual lanes from layer 4 (4 routing scalars per Block, shared across loop iters): val 2.0034 vs parent 0051 single-seed 2.0017 = Δ +0.0017 (NEUTRAL within MPS noise). H100 record gain (-0.0022) did not transfer to MPS 200-step in our looped triple-parallel topology. Possibly the routing params need more training to differentiate, or the looped-share constraint loses the per-layer flexibility that made the H100 gain. Identity verified at init (max_diff 2.4e-7); training was healthy.
0065_asym_pos0_pure_mamba	0051_triple_parallel	2.00408924	2.0013	0.002789	14.696	7419.87	false	false	keep	Asymmetric: position 0 demoted from parallel to pure kill-Mamba-2 (no attn lane). val 2.0041 vs 0051 single-seed 2.0017 = Δ +0.0024 NEUTRAL. Artifact 14.70 MB vs 0051 15.18 = freed 0.48 MB cap. Step time 7.42s vs 0051 8.17s. DISABLE_LAYER0_ATTN-like at MPS regime: NEUTRAL, but cap-saving is real. Useful for cap-stacking with side-memory. [transfer:medium]
0068_fourgram_pruned_side_memory	0067_trigram_side_memory	1.96184076	2.0005	-0.038659	15.136	8227.09	false	false	keep	K=4 4-gram side-memory (top_N=200K, top_K=2, alpha=0.80) packed in artifact + blend at inference: val 1.9618 vs 0064 (parent, no side-mem) 2.0030 = Δ -0.041 (matches offline analysis EXACTLY). vs 0051 4-seed mean 2.005 = Δ -0.043. NEW SSM-BEST. Artifact 15.14 MB (within cap, 850 KB safety). NOTE: quant_tax = -0.039 is misleading — pre-quant eval is model-only, post-quant uses the side-memory blend (semantic mismatch in the metric). SEED=42 confirm next. [transfer:medium — gain regime-specific to under-trained 200-step model]
0069_combined_k3_k4_side_memory	0068_fourgram_pruned_side_memory	1.95725717	1.9985	-0.041243	15.697	8193.97	false	false	keep	Combined K=3 (top_N=100K) + K=4 (top_N=200K) side memory, 3-way blend (model 0.7, K=3 0.10, K=4 0.20): val 1.9573. Δ vs 0064 parent 2.0030 = -0.046. Δ vs 0068 (K=4 alone 1.9618) = -0.0046 (combined adds info beyond K=4). Δ vs 0051 4-seed mean 2.005 = -0.048 BPB. NEW SSM-BEST single-seed. Artifact 15.70 MB (303 KB safety under 16 MB cap). Same training step time as 0068. SEED=42 confirm next as 0072. Note: production 1.957 vs offline-predicted 1.950 — Δ +0.007 from production-vs-offline-cached-model probs noise. [transfer:medium]
0072_combined_seed42	0069_combined_k3_k4_side_memory	1.96254820	2.0053	-0.042752	15.717	8178.43	false	false	keep	SEED=42 confirm of 0069 combined K=3+K=4 side memory: val 1.9625, cross-seed Δ +0.0053 vs 0069 (1.9573). 2-seed mean 1.9599, σ_pair 0.0053. Δ vs 0051 4-seed mean (2.005) = -0.045 BPB. PROMOTED supersedes 0051 family. Headline thread-2 contribution. [transfer:medium — gain regime-specific to under-trained 200-step model]
0071_fourgram_train_with_blend	0068_fourgram_pruned_side_memory	null	null	null	null	null	true	false	crash	Train-time blend at TRIGRAM_TRAIN_TIME=1: MPS bounds-error in trigram_blend_loss at production batch shape B=3 L=1024. Smoke used B=4 L=256 and missed the bug. Skipping rather than spend hours debugging during the limited window.
0073_hidden_state_keyed_memory	0069_combined_k3_k4_side_memory	1.95994402	2.0033	-0.043356	15.767	8177.05	false	false	discard	Hidden-state-keyed memory (32 buckets, 5-bit hash, learnable value bank, init zero) added on top of 0069 combined K=3+K=4 side memory: val 1.9599 vs 0069 1.9573 = Δ +0.003 (essentially neutral, slightly worse). Hypothesis (B) confirmed: 200-step training is too short for the value bank to converge. Smoke OK and bucket diversity OK; mechanism just needs more training time. Future work: revisit at H100 20k-step. [transfer:low — short-training-specific failure]
0074_per_context_alpha_blend	0069_combined_k3_k4_side_memory	1.95209516	1.9992	-0.047105	15.872	8236.05	false	false	keep	Per-context α blend (α derived from per-context trigram entropy via sigmoid τ=0.5 thresh=3.0 clip [0.30, 0.85]): val 1.9521 vs 0069 single 1.9573 = Δ -0.0052. vs 0069 2-seed mean 1.9599 = Δ -0.008. NEW SSM-BEST single seed. Artifact 15.87 MB (130 KB safety). Tighter clip range than subagent default unlocks +0.003 BPB beyond defaults. SEED=42 confirm next as 0075. [transfer:medium]
0075_per_ctx_alpha_seed42	0074_per_context_alpha_blend	1.96207275	2.0051	-0.043027	15.725	8204.58	false	false	keep	SEED=42 of 0074 per-context α blend: val 1.9621. Cross-seed Δ +0.010 vs 0074 (1.9521). 2-seed mean 1.9571 vs 0069 family 2-seed mean 1.9599 = Δ -0.003 only (below +0.005 promote threshold; per-context α gain DID NOT FULLY HOLD at SEED=42 — int8 α quantization noise + cross-seed model variance erodes the predicted -0.008 to -0.003). Family σ_pair 0.0100 (wider than 0069 family 0.0053). 0074 family stays as informative variant; not promoted. [transfer:medium-low]
0076_confidence_gated_blend	0074_per_context_alpha_blend	1.94834354	1.9996	-0.051256	15.913	8172.31	false	false	keep	Confidence-gated per-context α blend (gate threshold -1.0; skip blend when model max log2p > threshold ≈ confident tokens, blend otherwise): val 1.9483 vs 0074 1.9521 = Δ -0.0038 (gate adds -0.004 BPB on top of per-ctx α as predicted offline). vs 0069 single 1.9573 = Δ -0.009. vs 0069 2-seed mean 1.9599 = Δ -0.012 (above promote threshold). NEW SSM-BEST single seed. Artifact 15.91 MB (88 KB safety). SEED=42 confirm next as 0077. [transfer:medium]
0077_gated_blend_seed42	0076_confidence_gated_blend	1.95447852	2.0077	-0.053221	15.92	8170.75	false	false	keep	SEED=42 confirm of 0076 confidence-gated per-context α blend: val 1.9545. Cross-seed Δ +0.0061 vs 0076 (1.9483). 2-seed mean 1.9514 vs 0069 family 2-seed mean 1.9599 = Δ -0.0085 (above promote threshold). Family σ_pair 0.0061 (slightly tighter than 0074 family 0.010). PROMOTED supersedes 0069 family. Headline thread-2 contribution. [transfer:medium]
0078_ema_on_gated_blend	0076_confidence_gated_blend	5.87242846	1.9979	3.874528	11.781	8837.05	false	false	discard	EMA at β=0.999 with only 200 training steps: shadow weights are 80% initial random + 20% trained (effective window 1/(1-β)=1000 >> 200 steps). val 5.87 (catastrophic). β=0.999 is wrong for short training; rerun with β=0.9 or 0.95 (window 10-20 steps). Re-launching as 0079.
0079_ema_beta_short	0078_ema_on_gated_blend	1.95326803	2.0020	-0.048732	15.834	8973.09	false	false	discard	EMA β=0.95 (window ~20 steps) on top of 0076: val 1.9533. vs 0076 single 1.9483 = +0.005. vs 0076 2-seed mean 1.9514 = +0.002 (neutral). EMA does not stack with the side-memory blend at this regime — likely because the static side memory already absorbs the smoothing benefit (rote N-gram lookup is a kind of high-coverage prior). Single-seed sufficient for this thread-1 port (per session-feedback discipline). [transfer:low — neutral here, may transfer to longer training]
0080_dense_attn_hsm	0076_confidence_gated_blend	1.95042284	2.0020	-0.051577	15.972	8876.17	false	false	discard	Dense-attention HSM (16 learnable keys × d_model with softmax attention readout, init values=0): val 1.9504. vs 0076 single 1.9483 = +0.002 (NEUTRAL within MPS noise). vs 0076 2-seed mean 1.9514 = -0.001 (neutral). UU#4-motivated bold-axis pivot from outside-eyes critique. Same conclusion as 0073 hash-HSM: 200-step training is insufficient for the value vectors to learn meaningfully on top of an already-strong static side memory. Cleaner gradient flow than 0073 (every key gets gradient via softmax mixing), but the bottleneck is training duration not gradient sparsity. Single-seed sufficient (per seed-discipline feedback). Future: revisit at H100 20k-step. [transfer:low]
0081_ar_gptq_int6	0076_confidence_gated_blend	1.94709857	1.9986	-0.051501	21.331	8732.41	false	true	discard	First run hid the AR self-gen bug behind a try/except fallback to train-stream cal — result is a TRAIN-STREAM-cal GPTQ int6, not AR self-gen. Artifact 21.33 MB cap-busts: int6-packed bytes (4 vals/3 bytes) are near-incompressible by brotli (saves 5% vs int8's 30%) so swap LOSES ~5.3 MB despite the 25% raw saving. AR self-gen path itself broken for Mamba2 (chunked scan needs seq_len%64==0). Fixed both (front-pad ctx, removed fallback). Relaunching as 0081b. [transfer:n/a]
0082_ar_gptq_int6_b	0081_ar_gptq_int6	1.94545509	1.9978	-0.052345	21.324	8512.23	false	true	discard	Rerun of 0081 with AR self-gen path FIXED (front-pad ctx to multiple of CHUNK_ALIGN=64) and silent fallback REMOVED. AR self-gen ran cleanly: 512 tokens generated in 31.3s. val_bpb 1.9455 (Δ -0.002 vs 0081 train-stream cal 1.9471 — within noise σ_pair=0.006). Artifact 21.32 MB — same cap-bust as 0081, confirming the int6+brotli incompressibility (~5% brotli savings on int6-packed vs ~30% on int8) is independent of calibration source. AR int6 closed: cap-busts in our family regardless of how cal data is sourced. [transfer:n/a]
0084_longkernel_conv1d	0076_confidence_gated_blend	null	null	null	null	8906.82	true	false	TODO	TODO
0083_ternary_body	0076_confidence_gated_blend	2.03033558	2.0998	-0.069464	16.812	8967.03	false	true	keep	BitNet b1.58 ternary body (BitLinear absmean STE in MLP/Mamba2/Attn): val 2.0303 + cap-bust 16.81 MB. Pre-quant 2.10 (model alone, +0.10 vs 0064=2.003 baseline) → ternary trains but adds penalty. Cap-bust because brotli inefficient on ternary int8 weights (ratio 0.89 vs 0076's 0.85). v2 packed-ternary serialization is mandatory to fit cap. [transfer:medium-low — informative null at v1, v2 cap-saving needed]
0086_v2_packed_ternary	0083_ternary_body	2.01279414	2.0933	-0.080506	7.956	8621.73	false	false	keep	v2 packed-ternary serialization: 2 bits/param for BitLinear weights (bypasses int8). artifact 7.96 MB vs 0083's 16.81 MB — FREED 8.86 MB cap. post-quant 2.0128 BETTER than 0083's 2.0303 (-0.018 BPB) because lossless packed beats int8-of-fp32 round-trip. Pre-quant 2.0933 matches 0083 (forward identical). v2 unlocks scale-up axis. [transfer:high — cap-saving + cleaner quant path]
0088_ternary_packed_dim640	0086_v2_packed_ternary	2.00797594	2.0881	-0.080124	10.769	11618.54	false	false	keep	d_model 512→640 + packed ternary body. val 2.008 vs 0086 (dim=512) 2.013 = -0.005 (NEUTRAL within MPS noise). artifact 10.77 MB vs 0086 7.96 MB = +2.81 MB for marginal gain. step time 11.6s vs 0086 8.6s = 35% slower. Scale-up alone at 200 steps below promote threshold. [transfer:medium — confirms scale alone insufficient at 200 MPS steps]
0089_fuzzy_kgram_softdp	0076_confidence_gated_blend	1.94893718	1.9986	-0.049663	15.87	8139.14	false	false	keep	Soft-DP fuzzy K-gram fallback (1-edit substitution at p1/p2/p3, FUZZY_DOWNWEIGHT=0.5): val 1.9489 vs 0076 single-seed 1.9483 = +0.0006 (NEUTRAL within MPS noise). Coverage probe predicted +40pp coverage gain but BPB didn't follow — fuzzy neighbor predictions downweighted by 0.5 collapse to bigram quality. Try DOWNWEIGHT=0.8/1.0 sweep next. [transfer:medium-low — coverage-vs-BPB disconnect is itself informative]
0091_fuzzy_kgram_softdp_dw_high	0089_fuzzy_kgram_softdp	1.95020253	2.0008	-0.050597	15.885	8147.92	false	false	discard	Fuzzy K-gram with DOWNWEIGHT=0.8 (vs 0089's 0.5): val 1.9502 (vs 0089 1.9489 = +0.0013, vs 0076 1.9483 = +0.002). Higher fuzzy confidence is mildly WORSE. Confirms 0089's diagnostic: fuzzy neighbors give noisier predictions than bigram fallback; raising trust amplifies noise. Soft-DP axis dead at this regime. [transfer:n/a — axis closed]
0087_ternary_lr_rescue	0083_ternary_body	1.98781416	2.0476	-0.059786	19.832	8353.39	false	true	keep	BitNet recipe rescue: MATRIX_LR=0.135 (×3 boost). Pre-quant 2.048 vs 0083's 2.10 = -0.052 BPB recovered (HALF the +0.10 ternary penalty). Post-quant 1.988 with cap-bust 19.83 MB (forked 0083, no v2 packing). Confirms LR axis is real for ternary; combined with 0086 v2 packed could land val ~1.99 at ~10 MB. [transfer:medium — recipe + cap path are the two ternary levers]
0092_dendritic_memory_v1_crash1	0086_v2_packed_ternary	null	null	null	null	null	true	false	crash	First launch crashed: dtype mismatch in dendritic_memory.forward (out fp32, projected bf16). Fixed in modules/dendritic_memory.py:239 with .to(out.dtype). Re-launching as 0092.
0092_dendritic_memory_v1	0086_v2_packed_ternary	2.01996199	2.1014	-0.081438	8.044	8401.06	false	false	discard	Dendritic memory v1 (warm-start K=4 patterns from 50M tokens, M=32K dendrites, learnable d_content=32 + zero-init proj→d_model). val 2.020 vs 0086 2.013 = +0.007 (slight regression). Smoke showed 20% fire rate per token (dense gradient flow), but content vectors didn't converge in 200 steps. Same failure mode as 0073/0080 — warm-start solved sparse-gradient issue but training-duration bottleneck remains. Brief option (d-warm) tested. [transfer:low — needs longer training; H100 20k might unlock]
0093_ternary_lr_rescue_packed	0086_v2_packed_ternary	1.99285864	2.0563	-0.063441	8.211	8347.30	false	false	keep	Combined: BitLinear ternary body + MATRIX_LR=0.135 (×3) + v2 packed-ternary serialization. val 1.993 at 8.21 MB. vs 0086 (no LR rescue) 2.013 = -0.020 BPB. vs 0087 (LR rescue, no v2) 1.988 cap-bust 19.83 MB → CLEAN COMPOSITION at half the cap. vs 0076 1.948 still +0.045. Confirms LR rescue and v2 packing are independent levers that stack. [transfer:high — best ternary result at full cap]
0094_dendritic_lr_rescue	0092_dendritic_memory_v1	1.99957411	2.0622	-0.062626	8.304	8424.19	false	false	discard	Dendritic v1 + LR×3 to test outside-eyes unified hypothesis. val 2.000 vs 0093 (LR×3 + v2 packed, no dendritic) 1.993 = +0.007 NEUTRAL. Dendritic content vectors did NOT unlock at LR×3. SPLIT FINDING: LR×3 helps BitLinear body (recovers half ternary penalty per 0087) but does NOT help dendritic content vectors — those are training-duration-bound, not LR-bound. Disambiguates 0073/0080/0092 failure mode partially. [transfer:medium — informative null]
0095_rank_coded_blend	0076_confidence_gated_blend	1.96733490	1.9997	-0.032365	15.892	8142.27	false	false	discard	Rank-coded blend (Option 3): replace per-(ctx, rank) log2p with global rank template at K=4 lookup. val 1.9673 vs 0076 single 1.9483 = +0.019 REGRESSION. Per-context log2p calibration IS load-bearing — global rank template loses 0.019 BPB. Brief's strong-form rank-info-suffices claim FALSIFIED at our regime. The per-context information that current top-2 storage carries is irreducible to global rank statistics. [transfer:high — empirical answer to brief central density question, NEGATIVE]
0085_hsm_no_static_disambig	0080_dense_attn_hsm	2.00833883	2.0068	0.001539	13.532	8147.94	false	false	keep	Outside-eyes-suggested disambig: dense-attn HSM (16 keys × d_model) WITHOUT static side memory crowding (TRIGRAM_SIDE_MEMORY=0). val 2.008 vs 0064 baseline (no HSM, no side mem) ~2.003 = +0.005 NEUTRAL. CONFIRMS original 0073/0080 interpretation: HSM doesn't help even without static-memory crowding → "200 steps too short for learnable HSM" is correct, not a crowding artifact. Closes unified-LR-hypothesis disambiguation. [transfer:high — settles load-bearing assumption]
